SK_ID_CURR,TARGET
101465,0.070045345
101467,0.07953143
101472,0.14298072
101478,0.18908529
101497,0.12404351
101504,0.13463363
101547,0.11939012
101548,0.09912858
101555,0.12770006
101570,0.04705173
101572,0.31295365
101578,0.05179254
101580,0.13288906
101588,0.152482
101602,0.041017994
101610,0.12427832
101614,0.25795406
101616,0.070790336
101643,0.14635047
101644,0.09589979
101649,0.15362704
101650,0.26705822
101665,0.031423103
101667,0.12002296
101669,0.17787994
101674,0.13367148
101675,0.10581952
101678,0.08134876
101682,0.1309267
101686,0.13523725
101697,0.23855183
101700,0.2597255
101711,0.26178885
101714,0.04409249
101715,0.18530199
101728,0.05311107
101732,0.06584508
101757,0.14796776
101758,0.088287815
101759,0.07469754
101762,0.0374046
101764,0.08023501
101780,0.26712978
101784,0.029595202
101789,0.03827628
101816,0.31331766
101819,0.11244011
101827,0.028390298
101863,0.11350174
101867,0.16338156
101870,0.03140028
101873,0.29006004
101878,0.16978922
101879,0.08180578
101880,0.06711221
101887,0.07300026
101897,0.07877097
101901,0.116960324
101903,0.24993797
101920,0.07367188
101921,0.055398446
101922,0.0655593
101961,0.27755865
101962,0.079453684
101971,0.19865024
101976,0.40809435
102002,0.103037365
102005,0.033236895
102007,0.31682956
102017,0.066950284
102019,0.30109772
102029,0.06907016
102051,0.18496883
102052,0.030498836
102054,0.035097584
102062,0.15152602
102067,0.1873469
102068,0.08997076
102070,0.06872212
102090,0.12833941
102092,0.123559445
102099,0.15424077
102100,0.050618492
102112,0.1593189
102113,0.055072773
102122,0.26120126
102123,0.10235089
102125,0.097480394
102126,0.15471475
102146,0.1833011
102147,0.1725313
102151,0.06237217
102158,0.25913098
102159,0.057027813
102162,0.1168943
102165,0.066266485
102166,0.09170087
102174,0.045522396
102193,0.15260951
102198,0.047732998
102205,0.11126292
102206,0.040647738
102218,0.04494323
102221,0.058982328
102230,0.08178367
102238,0.16131693
102248,0.06684323
102252,0.20152637
102259,0.1341704
102262,0.14450154
102273,0.070233636
102286,0.18474916
102293,0.07974434
102294,0.11670718
102296,0.22717834
102298,0.06460314
102303,0.10791464
102309,0.09437559
102315,0.07125096
102340,0.06551903
102342,0.15153919
102344,0.3054247
102346,0.11006658
102347,0.08170645
102374,0.08932704
102380,0.10136854
102387,0.11430322
102393,0.17868099
102403,0.046518408
102413,0.04418571
102414,0.033987977
102415,0.05736934
102416,0.21986343
102439,0.08883589
102441,0.1384813
102443,0.038782574
102444,0.13405232
102445,0.2113448
102448,0.07797654
102449,0.15987006
102450,0.2809588
102456,0.16252778
102458,0.0933405
102459,0.062251296
102465,0.05057213
102470,0.16733882
102471,0.1403235
102475,0.15298751
102476,0.1346223
102506,0.12204527
102509,0.12131751
102519,0.09314197
102522,0.088693276
102545,0.044650897
102549,0.08687288
102562,0.03462634
102563,0.03698069
102568,0.15560956
102582,0.20163026
102592,0.04747911
102597,0.17444003
102605,0.090929225
102614,0.07226698
102617,0.2109083
102634,0.13419826
102652,0.039667357
102655,0.040537752
102671,0.35263586
102694,0.24929811
102701,0.07491467
102703,0.03182448
102704,0.06711066
102713,0.06730892
102720,0.21074231
102731,0.053838976
102733,0.07267851
102749,0.09130703
102755,0.12111127
102763,0.059807993
102770,0.053065237
102772,0.09154684
102799,0.18849324
102838,0.0825877
102854,0.13834219
102862,0.11816436
102863,0.085338116
102867,0.049279798
102868,0.043663613
102878,0.18479647
102887,0.082247086
102898,0.2902717
102904,0.23419368
102912,0.06497672
102919,0.068505816
102927,0.12014615
102932,0.10789869
102933,0.11976709
102935,0.08095957
102958,0.104846835
102969,0.19511026
102971,0.035577554
102975,0.24912249
102979,0.06663262
102982,0.04457893
102987,0.17132308
102989,0.09540669
102995,0.070086636
102996,0.11654258
103000,0.13190667
103001,0.10598687
103004,0.070435785
103010,0.10542749
103025,0.11529653
103029,0.0910405
103046,0.2680773
103056,0.15437235
103062,0.13777456
103078,0.03218324
103083,0.06706758
103092,0.10103046
103096,0.21090347
103097,0.18977372
103102,0.28893533
103112,0.10479247
103132,0.108813494
103144,0.13328955
103145,0.18144436
103146,0.039381664
103147,0.08116143
103158,0.057967868
103171,0.11453364
103173,0.040462263
103184,0.10772732
103195,0.13550654
103196,0.06197463
103206,0.07491467
103230,0.28918692
103231,0.21181458
103232,0.08997515
103239,0.074273996
103240,0.11999352
103243,0.06468676
103252,0.22354439
103258,0.077942014
103259,0.18351604
103279,0.27466035
103280,0.033978533
103286,0.076487795
103287,0.35788554
103290,0.04991442
103298,0.044980552
103315,0.03241274
103319,0.1539848
103334,0.1766768
103336,0.24727218
103345,0.09411997
103368,0.033291847
103371,0.26715383
103377,0.060447987
103398,0.06327421
103404,0.18278164
103408,0.22438072
103410,0.2028003
103418,0.041887607
103420,0.35546395
103432,0.14658812
103433,0.059222177
103436,0.08867861
103440,0.0493132
103453,0.1068668
103459,0.075625695
103460,0.07877097
103461,0.11430322
103462,0.05070151
103473,0.11178949
103474,0.036369454
103475,0.28518596
103478,0.15312827
103480,0.11654219
103484,0.106611334
103494,0.18218997
103513,0.19694132
103515,0.10496536
103516,0.40963957
103525,0.124276295
103541,0.3908602
103544,0.0755625
103562,0.21624017
103570,0.4477328
103572,0.2966557
103574,0.0756742
103575,0.089870684
103591,0.11396829
103594,0.2543869
103609,0.061844617
103613,0.068900146
103614,0.053950302
103615,0.06723393
103624,0.13769154
103625,0.21519108
103628,0.18851721
103629,0.047324963
103647,0.09301536
103648,0.2101631
103651,0.07195209
103658,0.045736767
103668,0.09249366
103669,0.043131202
103676,0.09831993
103682,0.17832974
103683,0.097607285
103689,0.07645966
103725,0.097348236
103733,0.15920311
103744,0.039075866
103762,0.21534593
103771,0.4574651
103773,0.028757112
103783,0.06661148
103784,0.14612202
103808,0.062471315
103812,0.31289458
103813,0.2731379
103814,0.17594439
103818,0.18634723
103824,0.045977708
103828,0.081855565
103830,0.43826857
103840,0.036284804
103842,0.081507206
103847,0.15644109
103848,0.066561736
103851,0.03451789
103854,0.15822531
103857,0.14201029
103861,0.067128174
103862,0.19233073
103865,0.14572649
103870,0.030274278
103876,0.07688484
103891,0.45438924
103908,0.2864332
103914,0.11008543
103918,0.08229967
103940,0.058264226
103963,0.10874104
103966,0.11512389
103971,0.3001013
103980,0.23383886
103984,0.1404414
103985,0.16537157
103998,0.31064326
104019,0.03205954
104026,0.13427617
104035,0.10174596
104044,0.10606232
104045,0.064376436
104047,0.20153587
104051,0.24965127
104058,0.06158419
104063,0.06540469
104066,0.21211687
104087,0.04642554
104089,0.09375809
104095,0.05368507
104098,0.120613426
104104,0.04797766
104110,0.3328031
104120,0.07820392
104122,0.03395952
104131,0.03255114
104132,0.0829741
104135,0.102571115
104136,0.08344324
104149,0.07169094
104150,0.09453228
104156,0.19541155
104165,0.0970831
104175,0.051361237
104179,0.28162575
104184,0.25442606
104206,0.048800606
104216,0.3253054
104230,0.095421076
104257,0.06025479
104272,0.06180206
104273,0.12608473
104278,0.22256027
104294,0.15559968
104295,0.13160509
104297,0.11380378
104298,0.0924079
104308,0.10827383
104318,0.042093236
104319,0.12380006
104320,0.1766768
104327,0.28503993
104334,0.15821777
104344,0.10093469
104350,0.100741796
104351,0.39920828
104354,0.0480463
104369,0.15124829
104376,0.26337603
104381,0.050017763
104384,0.03858989
104391,0.09002891
104394,0.06520993
104398,0.3496905
104402,0.027741548
104408,0.14578514
104409,0.08095957
104410,0.34773207
104412,0.071985245
104417,0.19766538
104424,0.13313513
104426,0.2555053
104435,0.12523729
104445,0.033283956
104458,0.087222256
104460,0.109296024
104466,0.04440478
104472,0.16250098
104473,0.16107161
104479,0.057640206
104480,0.090435684
104482,0.2036529
104499,0.039075866
104501,0.067207195
104502,0.055872146
104506,0.16110136
104510,0.031076528
104512,0.13480322
104520,0.20579755
104528,0.063632
104529,0.032755632
104541,0.09624695
104578,0.0800084
104584,0.10488631
104588,0.11042499
104602,0.4475258
104610,0.08307698
104611,0.16115698
104618,0.10533169
104620,0.098263934
104622,0.049250003
104624,0.044734042
104625,0.16119088
104634,0.129825
104639,0.061421007
104646,0.051418293
104647,0.11939012
104652,0.05828238
104670,0.24075234
104677,0.07091342
104685,0.13119163
104691,0.06259577
104696,0.2461239
104699,0.06437167
104712,0.11819715
104714,0.06765692
104717,0.10098734
104718,0.068546124
104740,0.16265593
104741,0.04796679
104743,0.03085008
104744,0.046834853
104747,0.13183795
104767,0.0672093
104772,0.24159354
104776,0.20043439
104779,0.036528144
104814,0.04606264
104815,0.08941035
104830,0.14982477
104831,0.16513532
104833,0.10901591
104839,0.039324414
104840,0.062904716
104860,0.06396291
104861,0.066354565
104866,0.18329684
104870,0.04731324
104877,0.11841233
104878,0.03438652
104879,0.049843274
104880,0.050921205
104899,0.28616533
104906,0.07500675
104907,0.14843485
104913,0.3576524
104916,0.08206147
104921,0.062143832
104930,0.14698218
104931,0.2734538
104936,0.04991442
104937,0.095674425
104942,0.051602546
104943,0.12571426
104969,0.11316294
104972,0.24428716
104988,0.082922354
105013,0.080183946
105015,0.03286527
105019,0.11537337
105027,0.08688761
105030,0.23405714
105035,0.22031844
105041,0.031423103
105051,0.26491153
105056,0.22056863
105067,0.46775422
105071,0.06893593
105072,0.24877219
105074,0.1189722
105091,0.27160338
105101,0.050669078
105103,0.052121524
105134,0.09990959
105139,0.03792639
105142,0.1531265
105146,0.092852004
105163,0.1164369
105168,0.12687181
105172,0.037729893
105176,0.3047875
105195,0.13762712
105196,0.21863738
105197,0.032245323
105203,0.046052605
105223,0.11172948
105227,0.36570677
105228,0.06907016
105230,0.34238344
105231,0.23335676
105239,0.05857028
105242,0.2725348
105244,0.11841919
105245,0.09519353
105248,0.07684859
105249,0.14402422
105266,0.37734267
105271,0.22729081
105276,0.09219743
105282,0.04026892
105292,0.21898209
105297,0.031423103
105332,0.07749217
105333,0.093853585
105343,0.10044877
105344,0.059380755
105345,0.13863316
105357,0.047486767
105359,0.098467685
105366,0.099991865
105367,0.1082685
105370,0.03414282
105377,0.072029375
105390,0.17978938
105399,0.030815741
105403,0.082757354
105404,0.27525938
105414,0.05110145
105417,0.06619852
105425,0.19314314
105452,0.13762385
105454,0.14255029
105456,0.10370452
105470,0.0473664
105471,0.10565907
105483,0.26336333
105493,0.13285707
105508,0.15086108
105514,0.090736374
105515,0.03276593
105528,0.36429426
105529,0.07325091
105531,0.15719718
105532,0.077565014
105558,0.057640206
105574,0.036729917
105578,0.038490213
105584,0.20465219
105595,0.07896675
105617,0.2718129
105618,0.124196835
105621,0.060863182
105625,0.116162844
105629,0.077699766
105630,0.035321575
105634,0.04635458
105635,0.03230796
105641,0.1265215
105647,0.11739073
105648,0.10774122
105655,0.045727786
105657,0.09352055
105672,0.1575954
105678,0.21303754
105682,0.17965227
105691,0.124742486
105692,0.043299757
105706,0.0918775
105712,0.08563663
105720,0.058821984
105734,0.036369454
105735,0.091843784
105736,0.1202207
105737,0.036493298
105738,0.23053356
105740,0.16391455
105744,0.06841343
105747,0.104800545
105749,0.24659322
105754,0.104156025
105758,0.065109275
105760,0.13187583
105767,0.19741638
105784,0.15924759
105791,0.042042296
105802,0.08704617
105807,0.19511026
105809,0.2742147
105816,0.08031459
105817,0.051192977
105824,0.16411377
105832,0.11008594
105856,0.118526034
105865,0.086305544
105899,0.16759278
105906,0.06996267
105916,0.13858512
105923,0.077545285
105937,0.0968179
105965,0.062471315
105966,0.09235288
105968,0.2161478
105973,0.10222078
105976,0.34568533
105978,0.07908136
105979,0.04701671
105991,0.22062138
105998,0.14152458
105999,0.06900824
106000,0.2474452
106001,0.09021577
106010,0.18952526
106011,0.04873367
106013,0.16820574
106015,0.2408846
106026,0.092195824
106032,0.14341034
106035,0.23682672
106040,0.12246266
106041,0.1983302
106044,0.036528144
106053,0.22924331
106054,0.067599766
106065,0.14212756
106081,0.11563142
106083,0.11537337
106087,0.07602281
106090,0.13864225
106101,0.04039028
106102,0.04299149
106109,0.11433476
106116,0.15541251
106150,0.026532654
106155,0.1603376
106166,0.06379842
106176,0.3044258
106189,0.05080297
106199,0.15887712
106205,0.16147552
106206,0.08631274
106211,0.08206147
106214,0.04138344
106216,0.10130882
106217,0.06278903
106225,0.098027416
106249,0.074169986
106256,0.36941153
106258,0.10513909
106261,0.05543826
106262,0.22539768
106264,0.07783574
106271,0.08757546
106276,0.08498753
106277,0.09974909
106286,0.11620416
106293,0.0760544
106295,0.14883672
106296,0.11314939
106297,0.14706615
106298,0.049888838
106311,0.035515714
106314,0.23691413
106320,0.06649452
106334,0.096923776
106346,0.1965379
106347,0.03514483
106349,0.06318032
106354,0.12166513
106360,0.06954226
106373,0.12747476
106377,0.16512536
106386,0.2976556
106387,0.05646653
106391,0.06706758
106401,0.36400566
106411,0.11610869
106413,0.22237714
106426,0.08231847
106427,0.11126237
106428,0.06599101
106434,0.19126053
106438,0.06424859
106440,0.10105964
106441,0.11430322
106452,0.121054806
106453,0.110412784
106454,0.07852754
106457,0.11739517
106484,0.11781434
106488,0.093427174
106491,0.21355247
106514,0.12609096
106527,0.07779687
106528,0.08799413
106529,0.029155616
106534,0.19574785
106550,0.21487962
106577,0.2701578
106585,0.07757298
106590,0.057640206
106607,0.049048655
106610,0.06893593
106611,0.28311592
106612,0.06899366
106624,0.10855968
106631,0.036253903
106647,0.18908884
106660,0.20725611
106674,0.07486124
106687,0.08059655
106712,0.12873325
106713,0.11930536
106717,0.093845926
106720,0.080561504
106721,0.113023676
106724,0.107688494
106735,0.1098572
106739,0.11420446
106740,0.2870476
106754,0.08528482
106760,0.1999932
106761,0.058884993
106784,0.24320671
106787,0.12899856
106797,0.04295767
106798,0.13384315
106802,0.2966557
106803,0.0646747
106804,0.22778447
106805,0.05024267
106810,0.14862217
106812,0.12952074
106813,0.07511248
106817,0.10564597
106822,0.05594094
106823,0.050224982
106827,0.10596825
106841,0.12219535
106851,0.13880108
106852,0.070516236
106853,0.3613168
106854,0.3095824
106861,0.06362772
106873,0.24730195
106877,0.050286505
106878,0.034137007
106881,0.068443
106900,0.08121011
106906,0.074492976
106907,0.119011685
106914,0.15500969
106916,0.05504022
106924,0.030379849
106931,0.087811254
106936,0.12397238
106937,0.18170969
106938,0.053180702
106939,0.1483006
106943,0.07946182
106944,0.4352511
106967,0.09731855
106980,0.09477653
106986,0.11697622
106987,0.044815794
106990,0.054809608
107013,0.03124419
107023,0.070162885
107033,0.3054247
107037,0.27971256
107048,0.07776644
107071,0.035432123
107081,0.029078275
107113,0.27251795
107130,0.15701208
107131,0.07300607
107145,0.20298986
107156,0.24141583
107219,0.12614831
107222,0.1601195
107223,0.25531298
107232,0.30287856
107245,0.24167062
107246,0.048549928
107247,0.21025904
107256,0.029021572
107259,0.033953678
107260,0.08836916
107279,0.14616185
107280,0.12126348
107281,0.04020215
107285,0.08942464
107329,0.042096283
107337,0.20307958
107349,0.09160484
107350,0.040039927
107351,0.072211
107359,0.17537932
107391,0.21074231
107394,0.053956907
107395,0.053941615
107406,0.078431815
107416,0.12076245
107417,0.2742147
107418,0.117334954
107419,0.09908945
107444,0.0652901
107445,0.15989326
107446,0.23691413
107460,0.36263013
107470,0.26237175
107475,0.36202556
107520,0.046417456
107526,0.15399499
107527,0.057640206
107530,0.026896998
107532,0.25883722
107534,0.11559996
107535,0.12289383
107554,0.18995687
107556,0.035269465
107559,0.16633491
107561,0.035628434
107564,0.1464134
107566,0.04243975
107571,0.06318032
107590,0.2409944
107602,0.0967535
107625,0.17761613
107626,0.3910199
107635,0.06323952
107636,0.10012504
107645,0.13942543
107652,0.23931678
107655,0.07786812
107668,0.073130034
107670,0.070845686
107677,0.029231295
107680,0.21975939
107683,0.22720908
107684,0.07000918
107691,0.30787605
107692,0.07155733
107703,0.10188053
107709,0.03482659
107710,0.22114438
107721,0.31982347
107725,0.1446785
107727,0.15122807
107739,0.034655135
107740,0.08083713
107741,0.067860596
107747,0.036273725
107765,0.37622583
107768,0.076962195
107775,0.14697193
107782,0.32967472
107790,0.10786505
107801,0.13945758
107807,0.036465794
107811,0.1426453
107817,0.077902675
107826,0.09144692
107838,0.22329836
107839,0.06325214
107843,0.084869765
107847,0.26294515
107849,0.21286438
107850,0.26251596
107867,0.11366954
107871,0.15795231
107908,0.043739468
107913,0.15708363
107927,0.107741386
107931,0.16444792
107955,0.037972998
107962,0.123212405
107977,0.13377179
107978,0.10625847
107993,0.04740469
108010,0.21938421
108016,0.03726543
108018,0.34170535
108027,0.18505627
108045,0.15153444
108069,0.37166768
108082,0.04960368
108089,0.07544368
108092,0.06427681
108106,0.039835975
108112,0.06800579
108120,0.21444684
108122,0.39129108
108135,0.08605302
108170,0.073091626
108171,0.13305022
108177,0.038379982
108180,0.075101234
108183,0.04584754
108184,0.05497855
108185,0.18117072
108192,0.1299674
108195,0.18849047
108196,0.13647524
108218,0.041481495
108219,0.13544679
108243,0.25350657
108249,0.035448782
108251,0.033335954
108274,0.055419747
108280,0.4198979
108289,0.11430322
108292,0.051465385
108295,0.091733284
108327,0.060047157
108332,0.24259856
108346,0.07129144
108349,0.13251941
108353,0.1741766
108362,0.12419987
108363,0.08669993
108377,0.25250533
108378,0.36535686
108381,0.031114653
108383,0.1505342
108390,0.2915622
108407,0.11073482
108408,0.07764868
108411,0.13148905
108412,0.1072138
108419,0.091189235
108436,0.3158457
108437,0.33269602
108438,0.0917103
108441,0.065315075
108448,0.040583327
108449,0.08467932
108466,0.051335055
108467,0.23767829
108473,0.13791744
108474,0.07282667
108476,0.1464378
108479,0.038047213
108486,0.062471315
108493,0.04343075
108501,0.09793309
108506,0.1721008
108510,0.13545494
108511,0.08117427
108514,0.10754832
108517,0.095872134
108519,0.111172795
108522,0.030440161
108548,0.13599503
108554,0.091877796
108555,0.23362437
108559,0.048954636
108562,0.0698977
108571,0.2531668
108572,0.12690929
108579,0.061170027
108583,0.07477031
108584,0.09291409
108592,0.056629878
108602,0.039007097
108609,0.102963835
108613,0.15282343
108616,0.25801736
108618,0.1464917
108620,0.07850853
108643,0.09074072
108649,0.055739783
108654,0.3158908
108655,0.053824976
108656,0.065117836
108667,0.094289705
108668,0.24764992
108682,0.1873469
108690,0.07580677
108691,0.20554675
108692,0.17995186
108695,0.07280474
108699,0.119261965
108710,0.16322589
108718,0.27619126
108739,0.24022456
108740,0.037058
108741,0.0319523
108742,0.14875661
108763,0.03134365
108767,0.18381545
108769,0.1295719
108779,0.1788889
108788,0.050297447
108801,0.075136594
108802,0.055785526
108810,0.09638331
108811,0.06583361
108813,0.24387504
108814,0.18328705
108825,0.05748186
108826,0.13299823
108830,0.12023482
108834,0.09979209
108852,0.09118882
108887,0.112207
108901,0.13433185
108908,0.032915667
108910,0.12031735
108920,0.05989422
108922,0.122128695
108929,0.17883922
108930,0.1593189
108937,0.13593073
108938,0.084445715
108943,0.114874355
108948,0.04526147
108953,0.068561465
108956,0.09566246
108965,0.062373687
108985,0.18174437
108986,0.09939816
108987,0.06097196
108990,0.067775935
108991,0.13856126
108993,0.43410164
109000,0.15153919
109001,0.25443873
109012,0.25695518
109014,0.0787959
109015,0.36635783
109021,0.058414042
109037,0.080292515
109042,0.3477597
109044,0.13404623
109046,0.48970303
109064,0.02687059
109084,0.33169425
109086,0.1580635
109092,0.030320892
109093,0.13828339
109100,0.093113296
109101,0.06996577
109110,0.05757104
109114,0.23681931
109126,0.093205266
109152,0.040462263
109162,0.14144255
109167,0.054020986
109168,0.083113074
109169,0.03849465
109179,0.08206147
109184,0.06596855
109191,0.23776959
109192,0.06934257
109193,0.036522005
109196,0.14756274
109206,0.09271341
109210,0.0297355
109244,0.13518256
109249,0.12899329
109273,0.076321505
109276,0.22719814
109281,0.09647477
109287,0.06476276
109297,0.2628659
109298,0.06437996
109306,0.04396694
109309,0.11372869
109321,0.19627902
109328,0.28214946
109336,0.06586073
109342,0.11089214
109346,0.03708174
109347,0.12460361
109348,0.17350538
109362,0.15141325
109363,0.028918995
109367,0.062471062
109370,0.032635584
109393,0.25279236
109405,0.08703406
109413,0.0948536
109414,0.33527052
109421,0.26308694
109427,0.17324497
109428,0.16953428
109429,0.26163346
109437,0.064754486
109443,0.06224612
109461,0.095439315
109468,0.08702438
109469,0.10658822
109471,0.14830947
109479,0.065765426
109484,0.08889639
109501,0.15552592
109505,0.07929521
109535,0.19777323
109539,0.036282986
109544,0.11221786
109545,0.032463092
109551,0.24195604
109553,0.05726053
109555,0.26967052
109561,0.079214565
109580,0.038394414
109583,0.22814512
109593,0.13098143
109604,0.2969926
109620,0.18710868
109635,0.053824976
109637,0.32967472
109638,0.29592422
109642,0.10958633
109649,0.052894894
109652,0.17982817
109656,0.07269316
109663,0.0700633
109696,0.27437228
109700,0.25898224
109709,0.078226
109735,0.07521102
109740,0.10218027
109741,0.29364154
109749,0.1257915
109764,0.037564553
109771,0.11808639
109772,0.041391984
109773,0.18472967
109798,0.06645926
109802,0.34685478
109804,0.08013946
109813,0.1484569
109818,0.116733976
109848,0.19604519
109850,0.09769984
109851,0.07877097
109855,0.04393016
109871,0.20869452
109877,0.16405447
109883,0.039681945
109886,0.035751317
109905,0.08197593
109936,0.43495184
109950,0.24855824
109958,0.10035054
109959,0.13254143
109969,0.0947191
109971,0.035472397
109984,0.03964069
109985,0.2691404
109988,0.06242704
109992,0.23427673
110005,0.1467868
110009,0.09380427
110011,0.3199539
110014,0.115435906
110026,0.044121303
110042,0.06491529
110058,0.035244223
110069,0.2129414
110080,0.042674728
110087,0.08990687
110091,0.074516945
110094,0.11680208
110098,0.15529378
110105,0.10618563
110117,0.08421103
110136,0.17484002
110138,0.43353942
110149,0.117924824
110164,0.2966557
110202,0.2927001
110212,0.03319419
110226,0.03263191
110236,0.06567671
110249,0.032743458
110257,0.054324906
110258,0.06195957
110277,0.04725928
110282,0.095484234
110284,0.084687695
110286,0.06893216
110289,0.044233553
110304,0.044042613
110319,0.17405431
110324,0.12521185
110326,0.09837901
110335,0.1285871
110337,0.10482267
110338,0.10699287
110343,0.09374183
110345,0.046924457
110347,0.1499648
110355,0.039417334
110359,0.04640598
110360,0.08629469
110364,0.122130804
110371,0.2966557
110372,0.05560672
110376,0.123386644
110379,0.21745273
110380,0.2137099
110393,0.13311246
110401,0.22931704
110406,0.03720259
110411,0.065905236
110416,0.0535429
110420,0.24965127
110443,0.092734605
110465,0.110604554
110468,0.2074112
110469,0.115225345
110471,0.20034595
110487,0.32690632
110491,0.27884662
110504,0.2738649
110547,0.06500143
110550,0.062425286
110559,0.20216717
110578,0.106741644
110582,0.31617746
110590,0.073469706
110598,0.08355154
110601,0.3109325
110602,0.07497981
110604,0.07582523
110625,0.20996346
110626,0.33845574
110636,0.1458066
110637,0.094018005
110638,0.13047017
110646,0.06402546
110648,0.07196995
110652,0.25126234
110681,0.04664523
110682,0.10400996
110687,0.13986167
110691,0.03605236
110694,0.05728804
110695,0.119464785
110696,0.13051327
110708,0.053599752
110710,0.09039336
110717,0.060034744
110730,0.115040705
110740,0.14791529
110742,0.05668685
110747,0.058186017
110761,0.26141837
110766,0.27525938
110769,0.04553557
110774,0.095511295
110803,0.042886123
110805,0.061480414
110809,0.28738132
110827,0.066019945
110832,0.057894893
110839,0.21801707
110859,0.16664782
110861,0.068505816
110863,0.26301965
110865,0.10668584
110881,0.11973539
110889,0.050004363
110891,0.08421103
110894,0.029656641
110895,0.11607361
110907,0.37778878
110914,0.12919295
110933,0.03800343
110934,0.052283484
110937,0.08720434
110953,0.053078562
110954,0.43795183
110958,0.3793317
110970,0.24153197
110974,0.17314579
110977,0.36524126
110989,0.08755163
110993,0.37118432
110994,0.19549961
111018,0.034465607
111019,0.061831642
111030,0.11452641
111032,0.09271341
111041,0.1006309
111045,0.10528541
111048,0.2588113
111052,0.25521836
111070,0.18659033
111084,0.23566763
111091,0.074282244
111104,0.034050353
111108,0.08657195
111112,0.1944472
